0,"有限公司,科技,广州",三门定远交通设施有限公司,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
0,"有限公司,科技,广州",上海恒隆木业有限公司,请问您是要参观采购国内产品还是国外产品呢?
0,"有限公司,科技,广州",个人去看展会是否收费,您好，请问你有什么可以帮助到您的吗？
0,"有限公司,科技,广州",中山富达运动器材有限公司,好的，根据您的情况。您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
0,"有限公司,科技,广州","公司营业执照还在办理中，预计两月后才出来,广州三木服饰有限公司,广州三木服饰有限公司",您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
0,"有限公司,科技,广州",北京西达文化传媒有限公司,好的，根据您所提供的情况，您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
0,"有限公司,科技,广州",厦门天利富橡塑制品有限公司,好的，根据您的情况，您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
0,"有限公司,科技,广州",厦门杰富绅科技有限公司,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
0,"有限公司,科技,广州",君升工艺,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
0,"有限公司,科技,广州",国外都有可能,您可以按照以上方法办证进馆。
0,"有限公司,科技,广州",广东宝莱特医用科技股份有限公司,请您想参观采购国内产品还是国外产品？
0,"有限公司,科技,广州",广州卡如泽贸易有限公司,好的。根据您的情况，您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
0,"有限公司,科技,广州",广州酷之优电子配件有限公司,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
