0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",新买的空调，制热时会有很响的咕噜咕噜像水沸腾的声音，又像密集的大雨点落到水面的声音，这是怎么回事？,"请通过首页快速维修进行报修，或拨打4006999999我们会安排专业的服务人员上门，谢谢。
",5,1703,"['滚筒洗衣机总不脱水，到了脱水环节就停止了', '洗衣机如何排水？', '洗衣机洗完后，脱水桶底总有残留水流不出是什么原因?', '洗衣机脱水的时候，声音大的象拖拉机，还会自己移动是怎么回事？']"
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",我想问我刚买回来时洗衣机脱水没什么声音，现在也才用二十天就发现声音很大，请问是什么原因,您好，给您造成麻烦深感抱歉，可能是平衡没有调整好，具体请微信报修让服务人员上门检查，谢谢,3,1671,"['脱水功能用着用着就不行了怎么回事，盖子在上面的那种', '我电视刚维修拿回来怎么又不行了？']"
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",声音太大怎么回事？？？,"尊敬的用户您好！给您添麻烦了！冰箱能够制冷，是依靠冰箱 内的制冷剂来实现的。冰箱制冷时，制冷剂在蒸发器管路中处于液态并循环流动 ，此时会发出类似流水“哗哗”的声音。同时冰箱工作时压缩机也会发出嗡嗡的声音， 当冰箱停止工作时，制冷剂回流，也会连续或间断地发出像流水“哗哗”的声音 。这是一种正常现象，请您放心使用。 由于不在现场，无法准确判定或调试，建议您通过海尔服务微信服务号或APP报修 ，让专业人员给您调试或维修，紧急情况可直接致电4006999999，希望可以帮到您！
",2,374,['我的冰箱声音大是怎么回事？']
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",我的是滚筒的，是静音那款，为什么甩干的声音那么大？正常吗,您好，给您添麻烦了，这个问题原因很多，具体请微信报修让服务人员上门检查，紧急情况请拨打客服4006999999，谢谢,2,2667,['我刚买了一款海尔滚筒洗衣机，工作时声音大，正常吗']
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",滚筒洗衣机甩干声音就像拖拉机一个样声音大怎么办,"尊敬的用户您好，很抱歉给您添麻烦了，根据您反馈的情况，您检查一下是不是洗衣机脚没有放平呢，或者洗涤的衣服上有金属的东西，由于不在现场无法鉴定具体原因，建议通过海尔服务微信服务号或APP报修，让专业服务人员上门给您详细检查和解答，或者直接致电4006-999-999，希望可以帮到您！
",2,2716,['洗衣机滚筒不转什么原因？']
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",双开门大冰箱设置成智能模式，一直有声音吗？,尊敬的用户您好！给您添麻烦了！根据您反馈的问题，由于不在现场，无法准确判定或调试，建议您通过海尔服务微信服务号或APP报修，让专业人员给您调试或维修，紧急情况可直接致电4006999999,1,82,[]
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",滚筒洗衣机甩干时声音很大，正常吗？,你好非常抱歉给您添麻烦了，1：是否有售后人员上门安装，2：洗衣机运输包装固定螺栓是否拆下，3：洗衣机底角是否调平和锁紧，4：洗涤衣物是否过多或偏心不平衡导致，5：以上排除请通过海尔服务报修由当地售后人员上门检测处理，谢谢,1,201,[]
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",甩干声音特别大,你好非常抱歉给您添麻烦了，1：洗衣机是否有售后人员上门安装，2：洗衣机运输包装固定螺丝是否拆下，3：洗衣机底角是否调平和锁紧，4：洗涤衣物是否过多和偏心不平衡导致，5：以上排除请通过海尔服务报修由当地售后服务人员上门检测处理，谢谢,1,273,[]
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",甩干时，声音异常的大，嘎楞嘎楞的响。洗衣时比较正常。什么原因。,"尊敬的用户您好！给您添麻烦了！根据您反映的问题可能是由于里面脱水的物件不均匀，出现了旋转不匀称，所以噪音大，建议重新调整一下物件，使之均匀，这样就会缩小声音了，由于不在现场无法准确判定或调试，建议您也可以通过海尔服务微信服务号或APP报修，让专业服务人员上门给您详细检查和解答，或者直接致电4006999999，希望可以帮到您！
",1,291,[]
0,"声音,冰箱,洗衣机,甩干,电视,空调,时候,脱水,滚筒,没有,原因,睡觉,启动,有点,工作,画面,热水器,洗衣,嘎楞嘎楞,拖拉机",脱水时内桶振动声音大，没有衣物选择脱水声音也很大。,你好非常抱歉给您添麻烦了，1：洗衣机是否有售后人员上门安装，2：洗衣机运输包装固定螺丝是否拆下，3：洗衣机底角是否调平和锁紧，4：洗涤衣物是否过多和偏心不平衡导致，5：以上排除请通过海尔服务报修由当地售后服务人员上门检测处理，谢谢,1,295,[]
